"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"28","DARTH VADER","[144,122,105,184]","[666,664,662,690,688,685,675,813,774,772,770,724,713,711,722,721,717,716,695,696,694,692,702,700,946,916,918,920,922,910,908,914,912,902,900,906,904,893,891,898,895,885,889,887,864,866,862,994,995,948,950]"
"29","CLONE COMMANDER BACARA","[144]","[671,669]"
"30","AAYLA","[144]","[673,672]"
"31","PLO KOON","[144]","[679]"
"32","FIRST JEDI TEMPLE GUARD","[144]","[683,684]"
"33","CIN DRALLIG","[144]","[689,686,693,691]"
"34","SECOND LEVEL","[144]","[687]"
"35","JEDI ARCHIVES","[144]","[757,719,697,703]"
"36","SHAAK TI","[144]","[714,712,715,698,701,699]"
"37","CLONE SERGEANT","[144]","[728,723,726,707,705,706]"
"38","CLONE COMMANDER APPO","[144]","[709]"
"39","SHA KOON","[144]","[718]"
"40","CLONE TROOPER","[144]","[727,729,720]"
"41","AT-ST CLONE SERGEANT","[144]","[725]"
"42","ROYAL GUARD","[144]","[732]"
"43","CAPTAIN ANTILLES","[144,184]","[735,1015]"
"44","MAS AMEDDA","[184,144]","[803,801,942,938]"
"45","BAIL ORGANA:","[184]","[820]"
"46","RUNE HAAKO","[184]","[834]"
"47","C-3PO","[184]","[974,952,1017,861,945]"
"48","GARM BEL IBLIS","[184]","[883,879,881,875,870,867,873,877]"
"49","CLONE COMMANDER THIRE","[184]","[937,940]"
"50","CLONE CAPTAIN","[184]","[956]"
"51","QUI-GON","[184]","[963,961,959]"
"52","MEDICAL DROID","[184]","[991,968,970,966,976,978,972]"
