DIALOGUE ID,START TIME,END TIME
"873","01:36:00","01:36:10"
"874","01:36:07","01:36:10"
"875","01:36:15","01:36:17"
"876","01:36:19","01:36:21"
"877","01:36:19","01:36:21"
"878","01:36:29","01:36:33"
"879","01:36:33","01:36:38"
"880","01:36:35","01:36:38"
"881","01:36:42","01:36:45"
"882","01:36:42","01:36:45"
"883","01:36:42","01:36:45"
"884","01:36:42","01:36:45"
"885","01:36:59","01:37:06"
"886","01:37:07","01:37:13"
"887","01:37:10","01:37:13"
"888","01:37:19","01:37:20"
"889","01:37:19","01:37:20"
"890","01:37:26","01:37:28"
"891","01:37:26","01:37:28"
"892","01:37:32","01:37:34"
"893","01:37:36","01:37:39"
"894","01:37:39","01:37:40"
"895","01:37:43","01:37:46"
"896","01:37:43","01:37:46"
"897","01:37:51","01:37:52"
"898","01:37:55","01:37:56"
"899","01:37:57","01:37:59"
"900","01:37:59","01:38:02"
"901","01:37:59","01:38:02"
"902","01:37:59","01:38:02"
"903","01:38:08","01:38:10"
"904","01:38:10","01:38:12"
"905","01:38:12","01:38:14"
"906","01:38:14","01:38:16"
"907","01:38:14","01:38:16"
"908","01:38:14","01:38:16"
"909","01:38:14","01:38:16"
"910","01:38:14","01:38:16"
"911","01:38:14","01:38:16"
"912","01:38:14","01:38:16"
"913","01:38:14","01:38:16"
"914","01:38:28","01:38:31"
"915","01:38:31","01:38:32"
"916","01:38:32","01:38:34"
"917","01:38:34","01:38:36"
"918","01:38:42","01:38:49"
"919","01:38:46","01:39:06"
"920","01:39:02","01:39:06"
"921","01:39:02","01:39:06"
"922","01:39:26","01:39:29"
"923","01:39:29","01:39:32"
"924","01:39:29","01:39:32"
"925","01:39:32","01:39:35"
"926","01:39:32","01:39:35"
"927","01:39:32","01:39:35"
"928","01:39:32","01:39:35"
"929","01:39:32","01:39:35"
"930","01:39:32","01:39:35"
"931","01:39:32","01:39:35"
"932","01:39:32","01:39:35"
"933","01:39:32","01:40:37"
"934","01:40:37","01:40:40"
"935","01:40:40","01:40:42"
"936","01:40:44","01:40:47"
"937","01:40:44","01:40:47"
"938","01:40:56","01:41:20"
"939","01:41:20","01:41:22"
"940","01:41:20","01:41:58"
"941","01:42:11","01:42:17"
"942","01:42:19","01:42:22"
"943","01:42:30","01:42:32"
"944","01:42:30","01:42:32"
"945","01:42:30","01:42:32"
"946","01:42:37","01:42:38"
"947","01:42:37","01:42:38"
"948","01:42:56","01:42:58"
"949","01:43:01","01:43:03"
"950","01:43:01","01:43:03"
"951","01:43:01","01:43:03"
"952","01:43:01","01:43:03"
"953","01:43:01","01:43:52"
"954","01:43:52","01:43:54"
"955","01:43:52","01:43:54"
"956","01:43:57","01:44:02"
"957","01:44:02","01:44:06"
"958","01:44:06","01:44:10"
"959","01:44:06","01:44:18"
"960","01:44:18","01:44:21"
"961","01:44:25","01:44:31"
"962","01:44:31","01:44:36"
"963","01:44:34","01:44:36"
"964","01:44:44","01:44:52"
"965","01:44:49","01:44:52"
"966","01:44:49","01:44:52"
"967","01:44:49","01:44:55"
"968","01:44:52","01:44:55"
"969","01:44:52","01:44:55"
"970","01:46:28","01:46:32"
"971","01:46:32","01:46:34"
"972","01:46:32","01:46:34"
"973","01:47:00","01:47:06"
"974","01:47:04","01:47:06"
"975","01:47:04","01:47:06"
"976","01:47:04","01:47:06"
"977","01:50:11","01:50:13"
"978","01:50:11","01:50:13"
"979","01:50:16","01:50:18"
"980","01:50:18","01:50:21"
"981","01:50:18","01:50:21"
"982","01:50:21","01:50:23"
"983","01:50:21","01:50:23"
"984","01:50:58","01:51:00"
"985","01:50:58","01:51:00"
"986","01:51:30","01:51:33"
"987","01:51:38","01:51:39"
"988","01:51:38","01:51:39"
"989","01:51:38","01:51:39"
"990","01:51:38","01:51:39"
"991","01:51:38","01:51:39"
"992","01:51:38","01:51:39"
"993","01:51:38","01:51:39"
"994","01:51:38","01:51:39"
"995","01:51:38","01:51:39"
"996","01:51:38","01:51:39"
"997","01:51:38","01:51:39"
"998","01:51:38","01:53:13"
"999","01:53:10","01:53:13"
"1000","01:53:10","01:53:13"
"1001","01:53:10","01:53:13"
"1002","01:53:10","01:53:13"
"1003","01:54:46","01:54:47"
"1004","01:54:46","01:54:47"
"1005","01:54:46","01:54:47"
"1006","01:54:46","01:54:47"
"1007","01:54:46","01:54:47"
"1008","01:54:46","01:54:47"
"1009","01:54:46","01:54:47"
"1010","01:54:46","01:54:47"
"1011","01:54:46","01:54:47"
"1012","01:54:46","01:54:47"
"1013","01:54:46","01:54:47"
"1014","01:54:46","01:54:47"
"1015","01:54:46","01:54:47"
"1016","01:54:46","01:54:47"
"1017","01:58:54","01:58:57"
"1018","01:58:54","01:58:57"
"1019","01:59:04","01:59:06"
"1020","01:59:04","01:59:06"
"1021","01:59:04","01:59:06"
"1022","01:59:04","01:59:06"
"1023","01:59:04","01:59:06"
"1024","01:59:04","01:59:06"
"1025","02:00:39","02:00:42"
"1026","02:00:46","02:00:48"
"1027","02:00:52","02:00:55"
"1028","02:00:52","02:00:55"
"1029","02:00:52","02:00:55"
"1030","02:00:52","02:00:55"
"1031","02:00:52","02:00:55"
"1032","02:00:52","02:00:55"
"1033","02:00:52","02:00:55"
"1034","02:00:52","02:00:55"
"1035","02:00:52","02:00:55"
"1036","02:00:52","02:00:55"
"1037","02:00:52","02:00:55"
"1038","02:00:52","02:00:55"
"1039","02:00:52","02:00:55"
"1040","02:00:52","02:00:55"
"1041","02:00:52","02:00:55"
"1042","02:00:52","02:00:55"
"1043","02:00:52","02:00:55"
"1044","02:00:52","02:00:55"
"1045","02:00:52","02:00:55"
"1046","02:02:30","02:02:31"
"1047","02:02:30","02:02:31"
"1048","02:02:30","02:02:31"
"1049","02:03:10","02:03:12"
"1050","02:03:10","02:03:12"
"1051","02:03:10","02:03:12"
"1052","02:03:10","02:03:12"
"1053","02:03:10","02:03:12"
"1054","02:03:10","02:03:12"
"1055","02:03:10","02:03:12"
"1056","02:03:10","02:03:12"
"1057","02:03:10","02:03:12"
"1058","02:03:10","02:03:12"
"1059","02:03:10","02:03:12"
"1060","02:05:31","02:05:36"
"1061","02:05:33","02:05:36"
"1062","02:06:11","02:06:13"
"1063","02:06:11","02:06:24"
"1064","02:06:29","02:06:38"
"1065","02:06:40","02:06:42"
"1066","02:06:45","02:06:48"
"1067","02:06:53","02:07:03"
"1068","02:07:03","02:07:18"
"1069","02:07:15","02:07:18"
"1070","02:07:46","02:07:47"
"1071","02:07:51","02:07:54"
"1072","02:08:04","02:08:07"
"1073","02:08:07","02:08:10"
"1074","02:08:16","02:08:18"
