"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"126","imperial","[58,52]","[225,220]"
"127","moon","[68,58,59,75,113,89]","[312,225,221,265,371,508,441]"
"128","fighters","[58,80,100,96,123,126]","[221,415,486,460,548,560]"
"129","ackbar","[58]","[221]"
"130","generator","[65,58,74,125]","[289,225,360,555]"
"131","smiles","[58]","[229]"
"132","warmly","[58]","[237]"
"133","rebel","[68,58,77,90,89]","[308,252,393,447,441,437]"
"134","controller","[59,60,78]","[255,256,269,270,411]"
"135","piett","[59]","[265,269]"
"136","switch","[63]","[279]"
"137","closer","[64,112]","[281,503]"
"138","scout","[66]","[300]"
"139","guards","[66,82,89]","[305,420,431]"
"140","surprise","[68,84]","[308,425]"
"141","sanctuary","[68,89]","[312,441]"
"142","bows","[68]","[313]"
"143","lightsaber","[77,70,89]","[401,322,434]"
"144","figure","[70]","[322]"
"145","appears","[73]","[342]"
"146","wicket","[74,90]","[359,445]"
"147","scouts","[74]","[360]"
"148","weapons","[74]","[361]"
"149","area","[77]","[393]"
"150","platform","[78]","[411]"
"151","companion","[82]","[424]"
"152","furry","[82]","[424]"
"153","leader","[108,100,96,92,132,117,131,125]","[493,484,463,451,450,449,575,531,572,558]"
"154","fire","[103,96,126]","[492,491,462,560]"
"155","cruisers","[109,96]","[496,462]"
"156","wedge","[100,131,132]","[480,571,574]"
"157","hands","[115]","[521]"
"158","space","[125]","[556]"
"159","surface","[125]","[557]"
"160","destroyer","[126]","[560]"
"161","bridge","[127]","[561]"
