SOURCE NODE ID,TARGET NODE ID,SOURCE SCENE ID,TARGET SCENE ID
"319","323","178","179"
"320","319","173","172"
"320","319","175","176"
"320","321","173","174"
"320","321","175","174"
"321","320","174","173"
"321","320","174","175"
"322","319","177","176"
"322","319","177","178"
"323","319","179","178"
"323","324","179","180"
"324","279","180","181"
"324","323","180","179"
"325","279","182","181"
"325","326","182","183"
"326","325","183","182"
"326","327","183","184"
"327","326","184","183"
"327","328","184","185"
"328","327","185","184"
"328","329","185","186"
"329","328","186","185"
"329","330","186","187"
"330","329","187","186"
"330","331","187","188"
"331","330","188","187"
